text,class
"Noh dr Legand, hàt d Amélie Zürcher ìn'ma Tràuim vorgsahàss dr Untergrung riich kännt sìì. Denn fer d Làndwìrtschàft ìsch dr kìesig Boda züe àrm gsìì, dàs hàt ìhra unracht gschuna.
",als
"Im Jahr 1577 wurde Dietrich von Fürstenberg Dompropst. Bereits zu dieser Zeit galt er als ein möglicher Kandidat für das Bischofsamt. In dieser Zeit war er in dem stark vom Protestantismus beeinflussten Domkapitel der Führer einer katholischen Minderheit. Dennoch gelang es ihm angesichts des mehrheitlich protestantischen Stiftsadels die Bestimmung durchzusetzen, dass zukünftig nur noch Katholiken in das Kapitel aufgenommen werden durften. Nach dem Tod des Bischofs Heinrich von Sachsen-Lauenburg hat sich insbesondere Caspar von Fürstenberg für die Wahl seines Bruders eingesetzt. Obwohl er noch nicht die höheren Weihen hatte und entgegen den Bestimmungen des Konzils von Trient mehrere Präbenden innehatte, wurde er am 5. Juni 1585 als Dietrich IV. ohne Gegenkandidaten zum Fürstbischof von Paderborn gewählt und am 7. Oktober von Papst Sixtus V. bestätigt. In der Wahlkapitulation sagte er den Schutz des Katholizismus und die Ausweisung der nichtkatholischen Prädikanten zu. Die Gesandtschaft nach Rom wurde von Caspar finanziert.Da er zur Zeit der Amtsübernahme noch keine Weihen hatte, ließ er sich zwischen den 27. und 30. Juli 1589 vom Kölner Weihbischof nacheinander im Kloster Böddeken die Subdiakonats-, Diakonats-, Priester- und Bischofsweihe spenden. Für die Ausübung von Pontifikalhandlungen erbat er sich die Hilfe von Weihbischöfen benachbarter Diözesen.
",deu
"Julius Kraus: Die strategische Eisenbahn: Leopoldshöhe – St. Ludwig. Leopoldshöhe – Weil – (durch den Tunnel) Lörrach. Im: S Markgräflerland, Heft 2/1986, S. 81–98
",als
"Die Novara-Expedition stellt die erste Weltumsegelung eines österreichischen Kriegsschiffes dar und ist daher im Marinesaal des Wiener Heeresgeschichtlichen Museum dokumentiert, u. a. durch Aquarellstudien des Malers Joseph Sellény, der an der Reise teilnahm und unzählige Eindrücke in Aquarellstudien festhielt. Weiters ist ein Modell der SMS Novara im Maßstab 1:75 ausgestellt.
",deu
"Dr Gmoidrot isch d politisch Vertretong vo älle Birger, wo em-ma selbständiga Dorf oder en-ra Stadt wohnet. Älles Nähere isch en dr Gemeindeordnung für Baden-Württemberg – so hoißt des Gsetz mit em volla Nama, abkürzt GemO – greglet.
",als
"In den 1990er Jahren nahm die Bedeutung des Briefverkehrs ab, und Briefmarken wurden auf Poststücken durch die Labelfreimachung ersetzt. Briefmarken sind nunmehr eine Randerscheinung des Postverkehrs und abgestempelt werden diese in Deutschland in Anlagen, die allesamt mit dem Begriff „Briefzentrum“ abstempeln. Hatte sich das Briefmarkensammeln von einer Freizeitbeschäftigung des Großbürgertums zu einem Volksphänomen entwickelt, so geht die Entwicklung auf das Sammeln von Seltenheiten zurück.
",deu
"Die Kunstschule von Glasgow (Glasgow, Vereinigtes Königreich / Charles Rennie Mackintosh). Produktion 2013, Erstausstrahlung am 25. Oktober 2015.
",deu
"Dr Gmoidrot setzt sich zamma us em (erschda) Birgermoischtr ond de gwehlde Mitgliadr. En de Grauße Kreisstädt ond en de kreisfreie Städt derf sich dr erschde Birgermoischtr „Oberbirgermoischtr“ hoißa. Der hot oft noh andre Birgermoischtr ondr sich, wo abr koi Stemmreacht em Gmoidrot hend. En deam Gremium hot emmer dr erschd Birgermoischtr bzw. dr Oberbirgermoischtr da Vorsitz.
",als
"Mä cha d Begriff Naturalismus und Realismus also nid genau von enander abgränze. Es git sonigi, wie dr Kunsthistoriker Georg Schmidt, wo dängge, ass s Ziil vom Naturalismus die perfekti, wärtfreiji Abbildig sig, wääred es im Realismus uf die «inneri Woorhet» aachiem, also uf s Wääsentlige, und nid so seer uf die «üsseri Erschiinig» wie bim Naturalismus. Im Geegesatz drzue giengs bim Idealismus drum d Wirklichkäit hööcher zmache, zum Bischbil e müthologischi Szene z verklääre.
",als
"Karin es una mangaka en la vida real. Siendo miembro del Equipo Daisy, Yumenoshima Genopsycho lleva una armadura, la cual es su habilidad, ya que esta es completamente indestructible una vez ella baje el visor de su casco, sin embargo, la misma Yumenoshima Genopsycho aun es propensa a los ataques. Ella es la tercera Chica Mágica en morir, siendo asesinada por Akane.
",spa
"En 1889 estuvo en el centro de la crisis que culminó con la proclamación de la república: El mariscal Deodoro, amigo del Emperador, aceptó participar del cuartelazo solamente para lograr la destitución del gabinete del Vizconde de Ouro Preto y luego volver a su casa. Mientras tanto, Benjamin Constant divulgó la falsa versión de que Silveira Martins, adversario de Deodoro, sería el escogido para sustituir a Ouro Preto. Ese hecho desencadenó definitivamente la proclamación de la República, pues Deodoro da Fonseca no aceptaba ver a un enemigo, que lo tildaba peyorativamente de «sargentão», como primer ministro. Debido a esto, el mariscal aceptó firmar el decreto que instituyó el gobierno provisorio republicano.
",spa
"Verschydeni weltbekannti Industrybetriebe hän ihr Sitz in Hannover. Dodezüe ghöre unter anderem d Continental-AG, d Volkswage-Nutzfahrzüge, de Fahrzüghersteller WABCO und d Firma Pelikan inklusive Geha wo sit 1990 dezüeghört.
",als
"El AGREE, o Instrumento para la Evaluación de Guías de Práctica Clínica, o simplemente instrumento AGREE es un instrumento para la evaluación de guías de práctica clínica. Se trata de una herramienta, integrada por 23 ítems, que evalúa el rigor metodológico y la transparencia con la cual se elaboran estas guías. Ha sido desarrollado por un grupo internacional de investigadores y autores de guías.
",spa
"Die KKNK trek jaarliks meer as 1 000 kunstenaars wat optree of uitstal in meer as 200 produksies en uitstallings oor agt dae; die 2007-fees het van 31 Maart tot 8 April plaasgevind. Die fees het 'n sentrale rol in Afrikaanse verhoogproduksies begin speel – nuwe produksies word gewoonlik eers by die KKNK opgevoer voordat dit vir die res van die jaar deur Suid-Afrika geneem word.
",afr
"In 1968 kom die laaste polder gereed en is dit duidelik geword dat Nederland eintlik die nuwe landbougrond nie regtig nodig het nie. Die westelike deel van die nuwe polder is wat dieper geleë en het minder goeie grond. Die natuur reageer op opsienbarende wyse op die nuwe situasie en die Oostvaardersplassen-gebied word 'n pragtige natuurgebied, wat erken word deur die owerheid. Die diskussie oor die ekologiese gevolge van die inpolderings word heftig gevoer en daar word besluit die laatse groot polder, die Markerwaard nie uit te voer nie en alle planne om die Waddensee ook in te polder op te gee.
",afr
"Next Goal Wins – Das Spiel ihres Lebens (Originaltitel Next Goal Wins) ist ein britischer Dokumentarfilm aus dem Jahr 2014 von Mike Brett und Steve Jamison. Der Film begleitet die Amerikanisch-samoanische Fußballnationalmannschaft, die allgemein als eine der schlechten Fußballnationalmmanschaften der Welt bekannt ist, auf ihrem Weg sich zu verbessern und sich für die Fußball-Weltmeisterschaft 2014 in Brasilien zu qualifizieren.
",deu
"Anna es una chica que se mudo de Europa (probablemente Inglaterra, ya que su lengua nativa es el inglés) a Japón y tiene problemas con el idioma. Miyokata Nonako se viste como una Miko y constantemente discute con Rionetta, la cual no puede aguantar su voz fuerte y mal japonés. Ella es miembro del Equipo Clantail y su habilidad le permite hacerse amiga y domar a cualquier animal, aunque solo puede hacerlo con uno a la vez. Cuando su discusión con Rionetta llegó a su punto álgido, causo una batalla en la cual ella terminó en ella siendo asesinada por un Demonio del Mundo Cibernético, convirtiéndose en la séptima Chica Mágica en morir.
",spa
"Heinz August Feierle (* 23. September 1927 in Dornbirn) ist ein ehemaliger österreichischer Politiker (ÖVP) und Baumeister. Er war von 1964 bis 1984 Abgeordneter zum Vorarlberger Landtag.
",deu
"En 1948, la comitiva de la Semana Santa que venía desde el Cabanyal hasta el Grau llegaba hasta la parte de detrás de Santa María del Mar por la calle del Cristo del Grau y se disolvía en esa zona al lado de la iglesia, en la avenida del Puerto.
",spa
"Se unió a su institución actual, Tec de Monterrey, Campus Monterrey en 1992, como profesor de ingeniería eléctrica y director del Centro de Electrónica y Telecomunicaciones. En sus primeros años, reestructuró el programa de maestría en telecomunicaciones para obtener la certificación CONACYT.[3]​[4]​ Actualmente él está con la división de posgrado de la Facultad de Ingeniería y Tecnologías de la Información en el Campus Monterrey, y ha dirigido más de setenta tesis y disertaciones.[5]​ El profesor es también un miembro de los comités de doctorado del Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional y el Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California.[3]​
",spa
"Chuncheon (kor. Fluss des Frühlings, frühere deutsche Transkription Tschungtschon) ist die Hauptstadt der Provinz Gangwon-do in Südkorea. Sie hat 273.130 Einwohner.
",deu
"In Januarie 1987, is Kenneth na die Shekinah Bible Institute in Kingsport, Tennessee in die VSA, waar hy sy tweede jaar Teologiese Diploma voltooi het.
",afr
"La ganadería se encuentra sobre todo en el territorio caldense pero mayormente o principalmente en el Valle del río Magdalena, tierras del municipio de La Dorada, debido a sus vastas planicies ofrecen un suelo rico para los ganaderos de la región.
",spa
"El intento japonés por unificar Asia suroriental en la denominada Esfera de co-prosperidad de la Gran Asia Oriental -en:Greater East Asia Co-Prosperity Sphere- bajo el emperador Hirohito siguió el modelo de espacio vital propio de los estados totalitarios de inspiración fascista (la Italia fascista y la Alemania nazi) tanto como el más clásico del Segundo Imperio Alemán y el del imperialismo británico de Joseph Chamberlain, que se basaba en la unión económica; aunque en este caso adornada con conceptos religiosos tradicionales del Japón.
",spa
"Lukas Grünenwald wurde er am 1. Februar 1937 in Speyer begraben. An der Beerdigung nahmen Bischof Ludwig Sebastian und Mitglieder des Domkapitels sowie der Speyerer Oberbürgermeister Karl Leiling teil.
",deu
"V.Un. Kozlov Et al. (eds.) 58.10. Nadzornye proizvodstva prokuratury SSSR po delam ob antisovetskoi agitatsii i propagande: annotirovannyi katalog (Moskva: Mezhdunarodnyi Cariñoso ""Demokratiia"", 1999)
",spa
"La economía del departamento es diversa, esto dado en gran medida por la amplitud de ecosistemas y climas, que ofrece el territorio caldense, ampliando las posibilidades en su economía; el sector de prestación de servicios representado por el comercio, el transporte, las comunicaciones y la banca, son un fuerte del departamento, y el sector agropecuario representado principalmente por el café, representa una fuente importante de ingresos además de ser un elemento identidario para la región, la ganadería también se encuentra presente; en cuanto a manufactura, sobresalen la industria metalmecánica y los productos textiles y de confecciones, también cuanta con el sector minero focalizado en el oro principalmente, actualmente el turismo ha adquirido importancia a nivel departamental.
",spa
"In die middel van die platform het die marmergraf tot ’n derde van die mausoleum se hoogte van 45 meter uitgetroon. Dié deel het reliëfwerke teen die mure gehad wat gevegstonele uitgebeeld het, insluitende tussen die Grieke en die Amasones.
",afr
"Zwei Gemälde aus dem zweiten Viertel des 18. Jahrhunderts mit Darstellungen des hl. Judas Thaddäus und der hl. Barbara befinden sich in der Kapelle. Der Kreuzweg aus vierzehn kleinen Medaillons bestehend stammt aus der Mitte des 18. Jahrhunderts. In der Kapelle sind mehrere gefasste Holzfiguren. Der überlebensgroße Christus im Kerker ist aus der ersten Hälfte des 19. Jahrhunderts. Um 1770 wurden die Figuren des hl. Johannes und der schmerzhaften Muttergottes geschaffen. Die Darstellungen des hl. Joseph und des hl. Willibold stammen aus der Mitte des 18. Jahrhunderts. Der Kruzifixus wurde vermutlich Anfang des 19. Jahrhunderts gefertigt.
",deu
"El 1 de diciembre de 1566, el capitán Juan Pardo y otros 125 hombres partieron del asentamiento costero de la misón jesuíta de Santa Elena, para pacificar a los nativos y convertirlos al catolicismo y encontrar ciudades indias que les pudieran proporcionar alimentos. Después de viajar a través de los pantanos del noreste de Carolina del Sur, Pardo se detuvo en Otari (cerca de la actual Charlotte, Carolina del Norte), Yssa (cerca de la actual Linville) y en enero llegaron a Joara, un gran asentamiento indio de la cultura misisipiana cerca de la actual Morganton (Carolina del Norte). Renombraron la villa como Cuenca, en memoria de la ciudad castellana.[2]​ La nieve en los montes Apalaches hizo que la expedición tuviera que establecer un campamento de invierno en las colinas de Joara. Los expedicionarios construyeron un fuerte de madera que llamaron Fuerte San Juan, en el que el sargento Hernando Moyano de Morales y treinta hombres quedaron como guarnición. Este sería el primer asentamiento europeo en Carolina del Norte, adelantándose a la colonia inglesa de la isla de Roanoke en 18 años.
",spa
"Fir Irritatione sorgt hyffig dr Umstand, dass me em Ort im Baselbiet normalerwys nid Liedertschwyl (Liedertswil), wiener offiziell heisst, sait, sondern Tschoppehof. 1194 wird dr Ort s'erschti Moll als Liedirwilre (Wiiler vom Liothard), erwähnt. Uff das stützt sichs hyttige Liedertschwyl (Liedertswil). Bis hytte hett sich aber im Dialäkt d' Bezeichnig Tschoppehof (mit Artikel) ghalte. Dä Name goht uff en Durs Tschopp (emene typische Baselbieter Gschlächt) zrugg, wo 1530 d Buurehöf im Ort gheert hän. Do dazumols Liedertschwyl nur uss drei Hööf bestande hett, hett em Durs Tschopp also dr ganz Ort gheert > Tschoppehof.
",als
"58-11. Cualquier tipo de acciones de organización o de apoyo relacionadas con la preparación o ejecución de los crímenes anteriores se equipara a los delitos correspondientes y procesados por los artículos correspondientes.
",spa
"Die vryvormbad: 'n Swembad wat die vorm van 'n natuurlike lagune of oase aanneem. Dit het 'n oneweredige vorm en word gewoonlik met rotse en watervalle versier om dit 'n natuurlike voorkoms te gee.
",afr
"999 isch Saarbrigge zum erschte Mol in re Schenkigsurkunde an Metz als Sarabruca erwähnt. Spöter hän sich e Hufe chleineri Territorie bildet. Sälli sin insgsamt größer gsi wie s hüttige Saarland. Im Johr 1575 sin si reformiert worre. Ende 17. Johrhundert hät Frankrych ei Provinz us ne gmacht.
",als
"Die gemeente is gestig in 1956 as die NG gemeente Potchefstroom-Suid, maar dié naam is in 2006, tydens die 50-jarige bestaan van die gemeente, verander na Suiderkruis Gemeente. Die kerkgebou is geleë by Kampstraat 108, Potchefstroom. In 2013 was die leraars drr. R.J. du Plooy en C.J. Calitz Daar was in daardie jaar 261 doop- en 751 belydende lidmate. Einde 2014 was dit 254 en 758. In 2014 is ds Benjan Knoetze beroep as jeugleraar. Die gemeente bedien tans (2016) 850 volwassenes en 150 kinders.
",afr
"De Flughafe ligt bi Tan-Binh im sächste Stadtbezirk vo Ho-Chi-Minh-Stadt, 7 km vom Stadtzentrum entfernt. Er befindet sich im Bsitz vom vietnamesische Staat.
",als
"Bei Briefmarkenausstellungen sind Präsentationen von Motivsammlungen häufig interessanter und beliebter als klassische Sammlungen. Dies hängt damit zusammen, dass der klassische Sammler konkrete Themen, wie beispielsweise „100 Jahre Automobilbau“ oder „Olympische Spiele“, nur sehr eingeschränkt präsentieren kann. Der Motivsammler hat dagegen genau zu seinem Sammelgebiet umfangreiches Material. Seit Briefmarkenkataloge im Internet online eingesehen werden können und auch entsprechende Suchfunktionen vorhanden sind, haben Motivsammler erstklassige Möglichkeiten, nach Marken ihres Spezialgebiets zu suchen.
",deu
"El Imperio de Carlos V, extendido por Europa y América, ""era el más cercano que el mundo post-clásico llegó a ver como una verdadera monarquía extendida por todo el mundo, y por lo tanto, la aproximación más cercana al imperio universal"" desde el Imperio romano.[9]​ Sus defensores lo veían como un imperio mundial incluyente, basado en principios religiosos.[10]​
",spa
"Er studierte Rechtswissenschaften in Heidelberg, wo er Mitglied des Corps Vandalia war, und in Göttingen. 1859 wurde er Auditeur, 1864 Gerichtsassessor in Celle, später in Geestemünde. Ab 1866 war er Regierungsassessor im Ministerium der Auswärtigen Angelegenheiten und beim Oberpräsidium in Hannover. 1868 wurde er Hilfsarbeiter im Ministerium für Lauenburg in Berlin. 1870/71 nahm er als Kriegsfreiwilliger und zuletzt Leutnant im Garde-Kürassier-Regiment am Krieg gegen Frankreich teil. 1872 wurde er Regierungsassessor in Potsdam. 1873 zunächst aus dem Staatsdienst ausgeschieden, trat er 1878 als Regierungsassessor wieder ein und wurde nach Posen versetzt. Düring wurde 1880 Regierungsrat, 1881 Amtshauptmann in Hann. Münden, 1884 Landrat im Landkreis Münden. 1895 erhielt er den Titel eines Geheimen Regierungsrats. 1899 wurde ihm der Abschied bewilligt. Er lebte zuletzt als Rittergutsbesitzer auf Eggerkamp und Gehren.
",deu
"Van die reuse-Galápagos-skilpad (Geochelone nigra abingdoni) was net een oor, 'n mannetjie met die naam 'Eensame George', tot met sy dood in Junie 2012. Daar is geglo die skilpad het heeltemal uitgesterf totdat 'n Hongaarse weekdierkundige Eensame George op 1 Desember 1971 op die Galápagos-eiland Pinta gesien het. Hy was sedertdien 'n simbool van bewaringspogings in die algemeen en die Galápagos-eilande in die besonder. Toe hy op 24 Junie 2012 dood is, is weer geglo die spesie het uitgesterf. Kort daarna is 17 hibridiese Galápagos-skilpaaie gevind en daar word nou probeer om die subspesie terug te teel in 'n suiwer vorm. As dit slaag, sal dit die eerste keer wees dat 'n spesie weer voortbestaan nadat dit as ""Uitgestorwe"" geklassifiseer is.
",afr
"Albert Einstein: Ist die Trägheit eines Körpers von seinem Energieinhalt abhängig? In: Annalen der Physik. 18, 1905, S. 639–643 (als Faksimile; PDF; 203 kB)
",als
"Im Personenverkehr umfasst das befahrene Streckennetz heute über 400 Kilometer. So übernahm die HzL ab 1993 die Betriebsführung für die Bodensee-Oberschwaben-Bahn, die heute zwischen Aulendorf und Friedrichshafen fährt. 1997 erhielt die HzL den Auftrag des Landes Baden-Württemberg für den Regionalbahn-Verkehr auf der aus den Abschnitten Bahnstrecke Tübingen–Sigmaringen, Donautalbahn (Baden-Württemberg) und Bahnstrecke Herbertingen–Aulendorf zusammengesetzten Zollernalbbahn zwischen Tübingen und Aulendorf.
",deu
"(Xongo Bongo - Tote Deutsche im Stadtbild von Braunschweig 1986; Phänotyp Zuteilung, Städtische Galerie im Museum Folkwang 1987: Fragmente der Liebe, Overbeck-Gesellschaft Lübeck 1987; Was dürfen wir glauben?, Sprengelmuseum Hannover 1988; und Strip - heute kaufen wir nichts, urbane Interventionen in Hannover-Hainholz 1989).
",deu
"D Amäise si nit nööcher verwandt mit de Termite, wo au käni Flüügel häi und Staate bilde. D Termite ghööre zun ere äigene Ornig, de Isoptera.
",als
"In 1891 kom Cornelis Lely, ingenieur en minister van Waterstaat, Handel en Nijverheid, met 'n plan om die Suidersee af te sluit met 'n dyk wat die sout water sou vervang deur soet water van die Yssel en ander, kleinere riviere. Die plan behels 'n inpoldering van 225 000 ha (2 250 km2) nuwe landbougrond. Die land is aan die industrialiseer, maar landbou is nog 'n belangrike komponent van sy ekonomie. Die parlement is egter nie geesdriftig nie, dit gaan baie geld kos.
",afr
"In 1817 het hy saam met Thom Zam en ander vriende 'n geheime organisasie gestig, die Genootskap van Filomate, wat hom vir die onafhanklikheid van die Russiese Ryk beywer het. Ná die verwerwing van sy akademiese graad het hy tussen 1819 en 1823 as onderwyser by 'n skool in Kaunas gewerk. Aanvanklik het hy belanggestel in Voltaire, een van die beduidendste filosowe van die Franse Verligting, tog het die werke van Friedrich Schiller en Lord Byron, twee belangrike Romantiese skrywers, hom met nog meer bewondering gevul.
",afr
"Falkenhain wurde 1584 durch den kaiserlichen Mundschenk Friedrich von Falkenhain gegründet, dem bereits das benachbarte Heyde und weitere Dorfschaften im Glatzer Land gehörten. Es war zur Pfarrei Altwilmsdorf gewidmet. Nach den Schlesischen Kriegen fiel es zusammen mit der Grafschaft Glatz 1763 mit dem Hubertusburger Frieden an Preußen. Nach der Neugliederung Preußens gehörte es seit 1815 zur Provinz Schlesien und war ab 1816 dem Landkreis Glatz eingegliedert, mit dem es bis 1945 verbunden blieb. Wegen der Nachbarschaft zu Bad Altheide entwickelte sich Falkenhain ab Ende des 19. Jahrhunderts zu einem Erholungsort. Die „Genossenschaft von den hl. Herzen Jesu und Mariä“ errichtete 1927 in Falkenhaus das „Missionshaus Christus Rex“, das als Schule für den Ordensnachwuchs diente und bis heute dem Orden gehört. 1936 erfolgte die Zusammenlegung der Kolonie Neu-Falkenhain mit Falkenhain zu einer Gemeinde. 1939 wurden 871 Einwohner gezählt.
",deu
"Ar hàt dernoh ìn dr frànzeescha Stààtsdianscht vu da „ponts et chaussées“ (Brucka un Stroßa) àls Zeichner känna ge schàffa, mìt dr Hìlf vu’ma Verwànda, wo’na do inagfiahrt hàt. Mìt dara Àrwet hàt dr Jean-Baptiste Schacre d Glagaheit ghàà, vìel z’reisa un Gebäi z’entdecka.
",als
"Hipotese word ook gesien as beter as andere hipotese as die voorspellende krag daarvan sterker is, dit wil sê as meer waarneming daarmee verklaar kan word en daar dus meer moontlike waarnemings is wat die hipotese kan weerlê. Die hipotese Alles verander in sjokolade as niemand kyk nie en verander weer terug sodra iemand daarna kyk kan nooit werklik weerlê word nie, want die hipotese is sodanig geformuleer dat bevestiging verbied word. Die hipotese het egter ook geen voorspellende krag nie en is nie 'n wetenskaplike hipotese nie. Die hipotese wat veronderstel dat lig deur 'n sterk swaartekragveld gebuig word ('n onderdeel van Einstein se Relatiwiteitsteorie) is 'n sterk hipotese, omdat hy duidelik uitgespel het welke metinge gedoen kan word om dit te toets. As ons weer terugkeer na die omgevalle boom, dan voorspel die weerlighipotese dat daar brandvlekke op die stam van die boom te vinde moet wees en dat die weerligradar 'n sein moes gegee het.
",afr
"In Deutschland wird die Serie seit dem 2. Januar 2011 immer sonntags auf Sat.1 ausgestrahlt. Seit dem 13. März ist sie immer in der Nacht von Sonntag auf Montag gegen ein Uhr zu sehen.
",deu
"De Name Astarte isch e Gräzisierig vomene semitische Name und chas uf ursemitisch *ˁAṯtartu zruggfüert were, wo d Femininfirm vo *ˁAṯtaru. Do devoo sind de yemenitisch Gott ˁAṯtar, de axumitisch ˁAstar und de ugaritisch ˁAṯtaru entstande, ales männlichi Fruchtbarkaitsgötter. Au de Name Ištar isch vo de Form her männlich. Di wiiblichi Form findet sich im Yemen und z Ugarti as ˁAṯtartu. Baid Gotthaite sind nöd immer scharf trennt und sind moll as männlich moll as wiiblich agluegt woore und baid sind mitem Morge- und Oobestern verbunde.
",als
"In 1849 het Mickiewicz saam met ander Poolse emigrante en inheemse aktiwiste 'n radikale Franse dagblad gestig (La Tribune des Peuples), maar die publikasie is reeds na een jaar weens politieke druk, wat deur die Russiese ambassadeur in Parys uitgeoefen is, gestaak. Ná die staatsgreep van 1851 het die Franse polisie Mickiewicz se politieke aktiwiteite gemonitor. Nogtans het hy oor 'n basis van getroue aanhangers beskik, en sowel Poolse emigrante asook Franse intellektueles het sy politieke oortuigings en entoesiasme gedeel. Die herstelling van die Tweede Franse Keiserryk het Mickiewicz blykbaar nuwe krag en hoop gegee, en sy laaste literêre werk was dan ook 'n Latynse ode aan Napoléon III.
",afr
"Además del museo del granito, el edificio también acoge en la planta superior el centro de interpretación del yacimiento arqueológico de Hijovejo, donde se muestra a través de cartelas y de material arqueológico expuesto, una explicación sobre la fortaleza romana de Hijovejo, y su importancia en el proceso de romanización de Extremadura, mostrando cerámica, aras votivas, columnas, herramientas... y una maqueta a escala del yacimiento.[6]​[4]​
",spa
"Mit der Gründung des Großherzogtum Hessen 1806 wurde diese Funktion beibehalten, während die Aufgaben der ersten Instanz 1821 im Rahmen der Trennung von Rechtsprechung und Verwaltung auf die neu geschaffenen Land- bzw. Stadtgerichte übergingen. „Landgericht Gießen“ war daher von 1821 bis 1879 die Bezeichnung für das erstinstanzliche Gericht das für Amt Allendorf/Lumda zuständig war.
",deu
"Trollip is in 1999 tot die Oos-Kaapse wetgewer verkies nadat hy van 1995 as munisipale raadslid in die Amathole-distriksmunisipaliteit gedien het. Hy het in 2002 provinsiale leier geword toe hy die voormalige Nasionale Party provinsiale leier, Tertius Delport, naelskraap verslaan het. Trollip, se oupa, ook Athol Trollip, was parlementslid vir die Verenigde Party vir Port Elizabeth-Sentraal in die 1950's en sy vader, Douglas, was 'n afdelingsraadslid van die Smaldeel-afdelingsraad.
",afr
"Dr Chrais Taverne (ital. Circolo di Capriasca) bildet zämme mit dr Chrais Agno, Breno, Capriasca, Carona, Ceresio, Lugano Nord, Lugano Oscht, Lugano Wescht, Magliasina, Sessa, Sonvico un Vezia dr Bezirk Lugano im Kanton Tessin in dr Schwyz. Dr Sitz vum Chraisamt isch z Torricella-Taverne.
",als
"Hulle is een van die min kleurpunt-katrasse wat spierwit pote het. ’n Wit kol op enige ander plek is ’n fout. Die wit aan al vier pote moet simmetries wees.
",afr
"Dr Hans Erni (* 21. Februar 1909 z Luzärn; † 21. Merz 2015 z Luzärn) isch e Schwizer Mooler, Grafiker und Bildhauer gsi. Er het e Hufe Lithografie gmacht, öbbe 300 Blakaat und meereri Wandbilder (so für s Schwizerische Roote Chrüz, s IOC, d UNO und d UNESCO, d ICAO und vili öffentligi und brivati Undernääme), het öbbe 200 Sachbüecher, Enzyklopedie und literarischi Wärk illustriert und Entwürf für öbbe 90 Briefmarke (hauptsächlig für d Schwiz, Liechtestäi und d UNO) und 25 Medallie gmacht. Für die Schwizerischi Nazionalbank het er drei Resärve-Banknote entworfe und 2009 en amtligi 50-Franke-Goldmünze.
",als
"Daar word deur sommiges beweer dat dit nie 'n bewese feit is dat trekvoëls 'n groot rol speel by die verspreiding van voëlgriep nie en dat die verspreiding waarskynlik meer te wyte is aan die vervoer van besmette pluimvee of die vleis van pluimvee en eende. In Februarie 2006 is daar egter op verskeie plekke in Suid- en Midde-Europa verskeie dooie trekvoëls gevind wat deur die virus besmet was. Al is daar nie klinkklare bewyse dat daar 'n verband bestaan nie, is die waarskynlikheid wel baie groot dat trekvoëls wel 'n rol in die verspreiding van die virus speel.
",afr
"Dr Eberhard Meckel, Sohn vum Architekt Carl Anton Meckel, Vadder vum Schriftsteller und Grafiker Christoph Meckel, het siini Gymnasialzit z'Etteheim un im Kepler-Gymnasium z'Friburg im Brisgau verlebt. 1926-1930 het er Kunstgschichd un Philosophie studiert un mit der Promotion zuem Dr. phil. an der Friburger Universität über de Wolfgang Eduard Griepenkerl abgschlosse. Derno het dr Meckel as Schriftsteller, Hörspielautor, Kritiker un Redakteur bis zuem End vom Zweute Wältkriäg in Berlin gschafft (1940-1945 isch er vo dr Wehrmacht iizoge gsi). Siini wichtigschde Arbedsgebiet sin Gedicht, Erzählige un Roman gsi. Er het in dr Literaturzitschrift ""Die Kolonne"" mitg'arbeitet. Us dr Kriegsgfangeschaft isch er 1947 wieder nach Friburg z'ruckcho, in de südbadische Raum, wo au vieli Erzählige von em aagsiedlet sin. In sine schpötere Lebensjohre het er sich bsunders mit em Läbe un em Wärch vom Johann Peter Hebel bschäftigt. 1957 het er sich in siinere Red „Umriß zu einem neuen Hebelbildnis“ biim «Schatzkästlein» (das isch e alljöhrlichi Veraschtaltig z'Lörrech zue Ehre vom Hebel) defür iig'setzt, ass me de Theolog un de Dichter Johann Peter Hebel zsämme gseh mueß un nit länger ufschpalte cha. Er het anne 1966 de Johann-Peter-Hebel-Pris vom Land Bade-Württeberg übercho. Si Sohn Christoph Meckel het sich arg kritisch mit dr apasslerische Haltig vo siim Vadder im 3. Riich usenanderg'setzt.
",als
"V.3. Arnold Karl Hubert von Guilleaume (1868–1939) ∞ Elisabeth „Ella“ Deichmann (1875–1972), Tochter des Bankiers Otto Deichmann (1838–1911) VI.1. Erwin von Guilleaume (1897–1993)
",deu
"Antonius van Egipte het gesê: ""Hier kom die tyd wanneer mense soos kranksinniges sal optree, en wanneer hulle enigiemand sien wat nie so optree nie, sal hulle teen hom rebelleer en sê: 'Jy is mal', – wat hy is nie soos hulle nie.""
",afr
"Dr Beobachter uf em Gläis gseet also an de Uure, ass dr Beobachter im Zug e chürzeri Zit misst als är sälber. Wil noch sim Gliichzitigkäitsbegriff d Start- und Stoppzit vo dr Uur vom Beobachter im Zug und vo dr Uur am vordere Ändi vom Gläis gliich si, sin noch sim Gliichzitigkäitsbegriff au di Zite, wo vergange si, gliich lang. Dorum dänggt er, dass d Uur vom Beobachter im Zug z langsam goot. Noch em Gliichzitigkäitsbegriff vom Beobachter im Zug si aber d Zite, wo d Uure gstarte worde si, nit die gliiche, und är macht die Beobachtig nit.
",als
